"classification_id","memory"
"WCLS04099","I felt this situation was similar to a man that scammed my auntie $1000s for work that was never completed. Taking money that that leaves the other person with nothing."
"WCLS04100","i fin it similar to staying an extra hour at work to finish a task"
"WCLS04101","I find a decrease of this amount devalues the information I am providing."
"WCLS04102","I find a similar situation as being if I need someone to pay me back for some ice tea that I bought them at the local grocery store."
"WCLS04103","I find changing the price by $2 similar to the money off you would get on a days worth of shopping when using a Clubcard at Tesco"
"WCLS04104","I find changing the price by 0$ similar to doing absolutely nothing, because that is exactly what changing something by the amount ZERO is...doing nothing to change the amount at all. Therefore, I find it the safest option."
"WCLS04105","I find changing the price to $4 is like going to a store and finding a product for a great deal."
"WCLS04106","I find changing the price to this like going to McDonald's and getting multiple food items using coupons or points."
"WCLS04107","I find it a bit too much. It wouldn't be fair on me"
"WCLS04108","I find it a fair amount"
"WCLS04109","I find it a reasonable thing"
"WCLS04110","i find it as a discounted sale"
"WCLS04111","I find it as just been mean to a friend"
"WCLS04112","I find it being nice and of a generous sort."
"WCLS04113","I find it close to playing checkers and losing 2 tokens."
"WCLS04114","I find it close to scorings field goal in football."
"WCLS04115","I find it dreadfully immoral, like treating the other individual as a subordinate. Totally unfair"
"WCLS04116","I find it equally sharing so we each have the same amount when done."
"WCLS04117","I find it equivalent to giving a donation to a charity"
"WCLS04118","I find it equivalent to helping a friend out"
"WCLS04119","I find it fair that you keep what you get."
"WCLS04120","I find it feasible as many people have done it and it works out."
"WCLS04121","I find it like giving someone a helping hand"
"WCLS04122","I find it mean not donating anything a bit like Scrooge"
"WCLS04123","I find it proportional to the situation."
"WCLS04124","I find it quite positive. That it is a surprise change like in market value with stocks"
"WCLS04125","I find it simialr to the experience I previously had while completing this study when I was told I will be allocatsding $ 4.00"
"WCLS04126","I find it similar as leaving the price as it is."
"WCLS04127","I find it similar for paying for a car wash"
"WCLS04128","I find it similar giving them a free gift from someone else"
"WCLS04129","I find it similar that transferring this amount would ok to transfer."
"WCLS04130","I find it similar to $0"
"WCLS04131","I find it similar to $4"
"WCLS04133","I find it similar to $8"
"WCLS04134","I find it similar to 12 dollars."
"WCLS04135","I FIND IT SIMILAR TO 2 PEOPLE THAT MADE INVESTMENT AND AGREED ON TAKING THE PROFIT BASED ON HOW MUCH EACH INVESTED."
"WCLS04136","I find it similar to 4 dollars."
"WCLS04137","I find it similar to 6 dollars."
"WCLS04138","I find it similar to 8 dollars."
"WCLS04139","I find it similar to A 33% sale."
"WCLS04140","I find it similar to a Black Friday sale"
"WCLS04141","I find it similar to a change in price by 0"
"WCLS04142","I find it similar to a change in price by 4"
"WCLS04143","I find it similar to a change in price by 6"
"WCLS04144","I find it similar to a change in price by 8"
"WCLS04145","I find it similar to a child who would rather not share."
"WCLS04146","I find it similar to a discount of Jan getting a value meal at Chick fil a as a promotion deal it has a chicken sandwich , a side , and a drink for $4."
"WCLS04147","I find it similar to a friend paying for a heap lunch at taco bell or something and then I transfer 4 dollars to them to pay them back."
"WCLS04148","I find it similar to a friend paying for a small snack or drink at the convenience store for me that way its all just paid for at once and easier and then I transfer 2 dollars to them on PayPal to pay them back."
"WCLS04149","i find it similar to a gain in general"
"WCLS04150","I find it similar to a gallon of milk and eggs purchased together John saw at Amazon and Walmart for the same price reduction at $8"
"WCLS04151","I find it similar to a goodwill gesture"
"WCLS04152","I find it similar to a greedy spendthrift who likes having money. They get a lumpsum and blows it instantly without caring if there are others in need. They do not build any kind of social capital."
"WCLS04153","I find it similar to A half off sale."
"WCLS04154","I find it similar to a half price sale, the type you might have on Black Friday or Boxing Day."
"WCLS04155","I find it similar to a large sale."
"WCLS04156","I find it similar to a lot of people that donate. They give a discretionary portion to charity, a fraction less than half."
"WCLS04157","I find it similar to a lottery. I won more money than the other person by random chance. That is the luck of the draw."
"WCLS04158","I find it similar to a Netflix subscription coming out of my bank."
"WCLS04159","I find it similar to a person buying you something"
"WCLS04160","I find it similar to a person giving to charity. Some of their money, but not all."
"WCLS04161","I find it similar to a person giving up their share to highlight the other participant's greater need."
"WCLS04162","I find it similar to a person sticking to their original quote for a service."
"WCLS04163","I find it similar to a person who has a big heart and wats to help others."
"WCLS04164","I find it similar to a producer demanding a premium price because the product is high quality premium and for maximum profit."
"WCLS04165","I find it similar to a reduced clearance sale you might see if a shop was closing down."
"WCLS04166","I find it similar to a relationship to a dependent or a child, like how I might share something with my daughter who's dependent on me, and who's welfare I'm more concerned with than my own, and who I feel a responsibility for looking after because of the closeness of the relationship and her being somewhat dependent on me."
"WCLS04167","I find it similar to a rigid person who doesn't want to share anything of theirs."
"WCLS04168","I find it similar to a sale in a shop, I would buy an item if it had been reduced from $12 by $8"
"WCLS04169","I find it similar to a seasonal sale"
